yeast_id,mutant_id,sulfide,surface_area,washed_area,area_ratio,time_of_exp,nutrient,pre_slad,post_slad,day,exp_type,exp_order,sulfide_amount,full_name
1,parent,Y,240211,41573,0.173068677121364,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_10
2,parent,Y,203082,47703,0.234895263982037,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_1
3,parent,Y,246923,91163,0.369196065170114,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_2
4,parent,Y,206197,64257,0.311629170162515,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_3
5,parent,Y,186484,123521,0.662367817078141,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_4
6,parent,Y,160431,36835,0.229600264288074,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_5
7,parent,Y,204339,28749,0.140692672470747,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_6
8,parent,Y,197500,36595,0.185291139240506,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_7
9,parent,Y,177517,29858,0.168197975405172,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_8
10,parent,Y,241857,67017,0.277093489127873,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_9
11,parent,N,332734,187080,0.562250927167046,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD50_2xSLAD_4x_Day4_10
12,parent,N,378378,171547,0.453374667660382,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD50_2xSLAD_4x_Day4_1
13,parent,N,366166,159025,0.434297559030604,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD50_2xSLAD_4x_Day4_2
14,parent,N,360236,155971,0.432968942582085,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD50_2xSLAD_4x_Day4_3
15,parent,N,322489,140946,0.43705676782774,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD50_2xSLAD_4x_Day4_4
16,parent,N,319480,168428,0.527194190559659,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD50_2xSLAD_4x_Day4_5
17,parent,N,318880,163894,0.51396763672855,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD50_2xSLAD_4x_Day4_6
18,parent,N,337808,160184,0.47418652015346,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD50_2xSLAD_4x_Day4_7
19,parent,N,319381,185083,0.579505355672379,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD50_2xSLAD_4x_Day4_8
20,parent,N,325211,179479,0.551884776345204,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD50_2xSLAD_4x_Day4_9
21,parent,Y,225690,83766,0.371155124285524,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD75_2xSLAD+400S_4x_Day4_10
22,parent,Y,188884,50857,0.269249909997671,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD75_2xSLAD+400S_4x_Day4_1
23,parent,Y,154386,38009,0.24619460313759,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD75_2xSLAD+400S_4x_Day4_2
24,parent,Y,221862,81414,0.366957838656462,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD75_2xSLAD+400S_4x_Day4_3
25,parent,Y,153985,38159,0.247809851608923,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD75_2xSLAD+400S_4x_Day4_4
26,parent,Y,243107,84111,0.345983455844546,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD75_2xSLAD+400S_4x_Day4_5
27,parent,Y,193217,39535,0.204614500794444,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD75_2xSLAD+400S_4x_Day4_6
28,parent,Y,214260,78317,0.365523196116867,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD75_2xSLAD+400S_4x_Day4_7
29,parent,Y,190608,59652,0.31295643414757,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD75_2xSLAD+400S_4x_Day4_8
30,parent,Y,163214,42550,0.260700675187178,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,400,796 _2xSLADliq_BD75_2xSLAD+400S_4x_Day4_9
31,parent,N,436170,115094,0.263874177499599,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD75_2xSLAD_4x_Day4_10
32,parent,N,367363,98958,0.269373889041629,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD75_2xSLAD_4x_Day4_1
33,parent,N,428015,108657,0.253862598273425,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD75_2xSLAD_4x_Day4_2
34,parent,N,337642,78751,0.233238163498617,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD75_2xSLAD_4x_Day4_3
35,parent,N,381980,71421,0.186975757893083,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD75_2xSLAD_4x_Day4_4
36,parent,N,379824,102777,0.270591115885252,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD75_2xSLAD_4x_Day4_5
37,parent,N,446852,118787,0.26583074485512,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD75_2xSLAD_4x_Day4_6
38,parent,N,463374,142325,0.307149300564986,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD75_2xSLAD_4x_Day4_7
39,parent,N,440012,124453,0.282840013454179,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD75_2xSLAD_4x_Day4_8
40,parent,N,478173,88473,0.185022993770037,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,0,796 _2xSLADliq_BD75_2xSLAD_4x_Day4_9
41,alr,Y,319271,39635,0.124142186418434,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,alr2 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_1
42,alr,Y,374996,62265,0.166041771112225,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,alr2 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_2
43,alr,Y,431125,65302,0.151468831545375,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,alr2 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_3
44,alr,Y,311339,16438,0.052797754216465,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,alr2 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_4
45,alr,Y,331890,0,0,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,alr2 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_5
46,alr,N,407582,198728,0.487577959772512,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,0,alr2 _2xSLADliq_BD50_2xSLAD_4x_Day4_1
47,alr,N,401824,173036,0.430626343871944,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,0,alr2 _2xSLADliq_BD50_2xSLAD_4x_Day4_2
48,alr,N,459554,28017,0.0609656318952724,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,0,alr2 _2xSLADliq_BD50_2xSLAD_4x_Day4_3
49,alr,N,426744,71474,0.16748683051197,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,0,alr2 _2xSLADliq_BD50_2xSLAD_4x_Day4_4
50,alr,N,504407,78059,0.154753998259342,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,0,alr2 _2xSLADliq_BD50_2xSLAD_4x_Day4_5
51,alr,Y,618049,0,0,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,400,alr2 _2xSLADliq_BD75_2xSLAD+400S_4x_Day4_1
52,alr,Y,596663,0,0,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,400,alr2 _2xSLADliq_BD75_2xSLAD+400S_4x_Day4_2
53,alr,Y,549272,0,0,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,400,alr2 _2xSLADliq_BD75_2xSLAD+400S_4x_Day4_3
54,alr,Y,407875,0,0,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,400,alr2 _2xSLADliq_BD75_2xSLAD+400S_4x_Day4_4
55,alr,Y,521800,0,0,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,400,alr2 _2xSLADliq_BD75_2xSLAD+400S_4x_Day4_5
56,alr,N,561950,0,0,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,0,alr2 _2xSLADliq_BD75_2xSLAD_4x_Day4_1
57,alr,N,535402,0,0,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,0,alr2 _2xSLADliq_BD75_2xSLAD_4x_Day4_2
58,alr,N,601221,0,0,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,0,alr2 _2xSLADliq_BD75_2xSLAD_4x_Day4_3
59,alr,N,716616,0,0,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,0,alr2 _2xSLADliq_BD75_2xSLAD_4x_Day4_4
60,alr,N,713899,0,0,Dec_10,BD75,2xSLAD,2xSLAD,day4,ExpB,E5,0,alr2 _2xSLADliq_BD75_2xSLAD_4x_Day4_5
61,dur,Y,346558,146162,0.421753357302385,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,dur3 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_1
62,dur,Y,293303,105003,0.358001793367269,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,dur3 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_2
63,dur,Y,269223,93275,0.346459997845652,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,dur3 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_3
64,dur,Y,362455,161324,0.445086976314301,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,dur3 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_4
65,dur,Y,352570,151071,0.42848512352157,Dec_10,BD50,2xSLAD,2xSLAD,day4,ExpB,E5,400,dur3 _2xSLADliq_BD50_2xSLAD+400S_4x_Day4_5
